"Indicator Name","Indicator Code","Country Name","Country Code","Year","Value","Disaggregation"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Europe & Central Asia","ECS","2011","16.326","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Europe & Central Asia","ECS","2010","16.803","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Europe & Central Asia","ECS","2009","17.126","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Europe & Central Asia","ECS","2008","17.699","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Europe & Central Asia","ECS","2007","17.786","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Europe & Central Asia","ECS","2006","18.682","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Europe & Central Asia","ECS","2005","20.015","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Europe & Central Asia","ECS","2004","20.312","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Europe & Central Asia","ECS","2003","20.825","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Europe & Central Asia","ECS","2002","21.227","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Europe & Central Asia","ECS","2001","21.357","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Europe & Central Asia","ECS","2000","22.002","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Europe & Central Asia (excluding high income)","ECA","2019","9.611","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Europe & Central Asia (excluding high income)","ECA","2018","9.926","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Europe & Central Asia (excluding high income)","ECA","2017","9.630","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Europe & Central Asia (excluding high income)","ECA","2016","10.474","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Europe & Central Asia (excluding high income)","ECA","2015","10.763","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Europe & Central Asia (excluding high income)","ECA","2014","11.535","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Europe & Central Asia (excluding high income)","ECA","2013","11.479","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Europe & Central Asia (excluding high income)","ECA","2012","11.796","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Europe & Central Asia (excluding high income)","ECA","2011","12.106","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Europe & Central Asia (excluding high income)","ECA","2010","12.615","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Europe & Central Asia (excluding high income)","ECA","2009","13.198","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Europe & Central Asia (excluding high income)","ECA","2008","14.571","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Europe & Central Asia (excluding high income)","ECA","2007","15.105","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Europe & Central Asia (excluding high income)","ECA","2006","15.375","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Europe & Central Asia (excluding high income)","ECA","2005","16.341","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Europe & Central Asia (excluding high income)","ECA","2004","16.382","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Europe & Central Asia (excluding high income)","ECA","2003","16.658","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Europe & Central Asia (excluding high income)","ECA","2002","17.293","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Europe & Central Asia (excluding high income)","ECA","2001","17.711","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Europe & Central Asia (excluding high income)","ECA","2000","18.437","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Europe & Central Asia (IDA & IBRD)","TEC","2019","14.722","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Europe & Central Asia (IDA & IBRD)","TEC","2018","15.684","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Europe & Central Asia (IDA & IBRD)","TEC","2017","15.948","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Europe & Central Asia (IDA & IBRD)","TEC","2016","17.351","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Europe & Central Asia (IDA & IBRD)","TEC","2015","18.089","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Europe & Central Asia (IDA & IBRD)","TEC","2014","19.218","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Europe & Central Asia (IDA & IBRD)","TEC","2013","19.213","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Europe & Central Asia (IDA & IBRD)","TEC","2012","19.782","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Europe & Central Asia (IDA & IBRD)","TEC","2011","20.336","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Europe & Central Asia (IDA & IBRD)","TEC","2010","21.490","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Europe & Central Asia (IDA & IBRD)","TEC","2009","21.928","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Europe & Central Asia (IDA & IBRD)","TEC","2008","23.213","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Europe & Central Asia (IDA & IBRD)","TEC","2007","23.704","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Europe & Central Asia (IDA & IBRD)","TEC","2006","25.084","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Europe & Central Asia (IDA & IBRD)","TEC","2005","27.307","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Europe & Central Asia (IDA & IBRD)","TEC","2004","27.505","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Europe & Central Asia (IDA & IBRD)","TEC","2003","28.194","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Europe & Central Asia (IDA & IBRD)","TEC","2002","28.802","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Europe & Central Asia (IDA & IBRD)","TEC","2001","29.081","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Europe & Central Asia (IDA & IBRD)","TEC","2000","29.986","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","European Union","EUU","2019","11.343","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","European Union","EUU","2018","11.757","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","European Union","EUU","2017","11.991","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","European Union","EUU","2016","12.011","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","European Union","EUU","2015","12.636","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","European Union","EUU","2014","12.969","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","European Union","EUU","2013","13.417","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","European Union","EUU","2012","13.551","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","European Union","EUU","2011","13.380","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","European Union","EUU","2010","13.430","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","European Union","EUU","2009","13.585","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","European Union","EUU","2008","13.205","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","European Union","EUU","2007","12.801","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","European Union","EUU","2006","13.369","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","European Union","EUU","2005","13.819","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","European Union","EUU","2004","14.175","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","European Union","EUU","2003","14.528","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","European Union","EUU","2002","14.695","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","European Union","EUU","2001","14.533","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","European Union","EUU","2000","14.868","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Fragile and conflict affected situations","FCS","2019","6.020","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Fragile and conflict affected situations","FCS","2018","6.071","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Fragile and conflict affected situations","FCS","2017","6.048","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Fragile and conflict affected situations","FCS","2016","6.185","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Fragile and conflict affected situations","FCS","2015","6.279","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Fragile and conflict affected situations","FCS","2014","6.549","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Fragile and conflict affected situations","FCS","2013","6.627","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Fragile and conflict affected situations","FCS","2012","6.815","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Fragile and conflict affected situations","FCS","2011","6.986","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Fragile and conflict affected situations","FCS","2010","7.180","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Fragile and conflict affected situations","FCS","2009","7.396","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Fragile and conflict affected situations","FCS","2008","7.691","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Fragile and conflict affected situations","FCS","2007","7.787","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Fragile and conflict affected situations","FCS","2006","7.798","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Fragile and conflict affected situations","FCS","2005","8.135","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Fragile and conflict affected situations","FCS","2004","8.219","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Fragile and conflict affected situations","FCS","2003","8.394","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Fragile and conflict affected situations","FCS","2002","8.665","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Fragile and conflict affected situations","FCS","2001","8.904","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Fragile and conflict affected situations","FCS","2000","9.304","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Heavily indebted poor countries (HIPC)","HPC","2019","6.234","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Heavily indebted poor countries (HIPC)","HPC","2018","6.259","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Heavily indebted poor countries (HIPC)","HPC","2017","6.294","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Heavily indebted poor countries (HIPC)","HPC","2016","6.377","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Heavily indebted poor countries (HIPC)","HPC","2015","6.484","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Heavily indebted poor countries (HIPC)","HPC","2014","6.608","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Heavily indebted poor countries (HIPC)","HPC","2013","6.805","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Heavily indebted poor countries (HIPC)","HPC","2012","6.947","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Heavily indebted poor countries (HIPC)","HPC","2011","7.147","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Heavily indebted poor countries (HIPC)","HPC","2010","7.272","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Heavily indebted poor countries (HIPC)","HPC","2009","7.366","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Heavily indebted poor countries (HIPC)","HPC","2008","7.352","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Heavily indebted poor countries (HIPC)","HPC","2007","7.442","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Heavily indebted poor countries (HIPC)","HPC","2006","7.586","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Heavily indebted poor countries (HIPC)","HPC","2005","7.664","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Heavily indebted poor countries (HIPC)","HPC","2004","7.747","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Heavily indebted poor countries (HIPC)","HPC","2003","7.886","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Heavily indebted poor countries (HIPC)","HPC","2002","8.043","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Heavily indebted poor countries (HIPC)","HPC","2001","8.293","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Heavily indebted poor countries (HIPC)","HPC","2000","8.613","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","High income","HIC","2019","14.585","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","High income","HIC","2018","14.989","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","High income","HIC","2017","15.223","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","High income","HIC","2016","15.437","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","High income","HIC","2015","15.843","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","High income","HIC","2014","16.191","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","High income","HIC","2013","16.367","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","High income","HIC","2012","16.523","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","High income","HIC","2011","16.956","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","High income","HIC","2010","17.217","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","High income","HIC","2009","17.359","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","High income","HIC","2008","17.236","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","High income","HIC","2007","17.120","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","High income","HIC","2006","17.400","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","High income","HIC","2005","18.324","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","High income","HIC","2004","18.455","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","High income","HIC","2003","18.872","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","High income","HIC","2002","18.710","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","High income","HIC","2001","18.491","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","High income","HIC","2000","18.786","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IBRD only","IBD","2019","9.214","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IBRD only","IBD","2018","9.311","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IBRD only","IBD","2017","9.187","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IBRD only","IBD","2016","9.344","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IBRD only","IBD","2015","9.446","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IBRD only","IBD","2014","9.781","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IBRD only","IBD","2013","10.092","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IBRD only","IBD","2012","10.451","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IBRD only","IBD","2011","10.816","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IBRD only","IBD","2010","11.075","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IBRD only","IBD","2009","11.289","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IBRD only","IBD","2008","11.713","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IBRD only","IBD","2007","11.915","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IBRD only","IBD","2006","12.327","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IBRD only","IBD","2005","12.818","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IBRD only","IBD","2004","12.936","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IBRD only","IBD","2003","12.919","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IBRD only","IBD","2002","13.045","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IBRD only","IBD","2001","13.444","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IBRD only","IBD","2000","14.107","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IDA & IBRD total","IBT","2019","8.411","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IDA & IBRD total","IBT","2018","8.496","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IDA & IBRD total","IBT","2017","8.425","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IDA & IBRD total","IBT","2016","8.570","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IDA & IBRD total","IBT","2015","8.670","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IDA & IBRD total","IBT","2014","8.943","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IDA & IBRD total","IBT","2013","9.221","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IDA & IBRD total","IBT","2012","9.525","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IDA & IBRD total","IBT","2011","9.843","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IDA & IBRD total","IBT","2010","10.091","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IDA & IBRD total","IBT","2009","10.287","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IDA & IBRD total","IBT","2008","10.611","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IDA & IBRD total","IBT","2007","10.797","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IDA & IBRD total","IBT","2006","11.131","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IDA & IBRD total","IBT","2005","11.560","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IDA & IBRD total","IBT","2004","11.650","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IDA & IBRD total","IBT","2003","11.664","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IDA & IBRD total","IBT","2002","11.803","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IDA & IBRD total","IBT","2001","12.164","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IDA & IBRD total","IBT","2000","12.759","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IDA blend","IDB","2019","6.731","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IDA blend","IDB","2018","6.755","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IDA blend","IDB","2017","6.891","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IDA blend","IDB","2016","7.005","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IDA blend","IDB","2015","7.045","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IDA blend","IDB","2014","7.132","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IDA blend","IDB","2013","7.268","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IDA blend","IDB","2012","7.326","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IDA blend","IDB","2011","7.370","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IDA blend","IDB","2010","7.437","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IDA blend","IDB","2009","7.515","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IDA blend","IDB","2008","7.635","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IDA blend","IDB","2007","7.666","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IDA blend","IDB","2006","7.622","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IDA blend","IDB","2005","7.572","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IDA blend","IDB","2004","7.587","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IDA blend","IDB","2003","7.584","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IDA blend","IDB","2002","7.660","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IDA blend","IDB","2001","7.668","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IDA blend","IDB","2000","7.713","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IDA only","IDX","2019","5.871","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IDA only","IDX","2018","5.884","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IDA only","IDX","2017","5.889","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IDA only","IDX","2016","5.953","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IDA only","IDX","2015","6.036","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IDA only","IDX","2014","6.085","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IDA only","IDX","2013","6.247","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IDA only","IDX","2012","6.377","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IDA only","IDX","2011","6.562","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IDA only","IDX","2010","6.793","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IDA only","IDX","2009","6.900","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IDA only","IDX","2008","6.779","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IDA only","IDX","2007","6.897","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IDA only","IDX","2006","6.962","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IDA only","IDX","2005","7.232","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IDA only","IDX","2004","7.134","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IDA only","IDX","2003","7.236","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IDA only","IDX","2002","7.388","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IDA only","IDX","2001","7.637","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IDA only","IDX","2000","8.057","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IDA total","IDA","2019","6.157","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IDA total","IDA","2018","6.175","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IDA total","IDA","2017","6.224","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IDA total","IDA","2016","6.305","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IDA total","IDA","2015","6.374","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IDA total","IDA","2014","6.437","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IDA total","IDA","2013","6.591","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IDA total","IDA","2012","6.696","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IDA total","IDA","2011","6.834","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IDA total","IDA","2010","7.010","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IDA total","IDA","2009","7.106","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IDA total","IDA","2008","7.065","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IDA total","IDA","2007","7.154","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IDA total","IDA","2006","7.183","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IDA total","IDA","2005","7.346","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IDA total","IDA","2004","7.286","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IDA total","IDA","2003","7.352","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IDA total","IDA","2002","7.480","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IDA total","IDA","2001","7.647","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","IDA total","IDA","2000","7.942","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Late-demographic dividend","LTE","2019","9.130","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Late-demographic dividend","LTE","2018","9.306","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Late-demographic dividend","LTE","2017","9.360","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Late-demographic dividend","LTE","2016","9.631","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Late-demographic dividend","LTE","2015","9.681","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Late-demographic dividend","LTE","2014","9.965","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Late-demographic dividend","LTE","2013","10.128","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Late-demographic dividend","LTE","2012","10.503","total"
"Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5","Late-demographic dividend","LTE","2011","10.976","total"
